Page Visits	Submissions	Comments Received	Comments Given	Journals	Favs
1818	87	926	1244	53	326
86	0	20	38	0	0
669	0	156	138	5	185
97	7	38	43	1	4
1799	10	160	18	0	111
1557	55	270	514	18	197
617	60	41	10	0	129
98	0	4	8	0	0
10	0	0	0	0	0
8174	94	831	2379	14	466
40873	493	19963	42459	244	4008
52	0	3	0	0	0
228	2	123	155	0	15
914	15	191	315	0	49
404	12	51	60	1	4
688	0	34	5	0	0
439	0	25	0	0	126
1666	0	219	24	0	0
52	0	0	0	0	0
9756	202	1140	1949	38	2320
16712	220	1188	1198	3	3926
168	0	22	48	0	0
9333	216	804	786	0	2700
231	0	21	35	0	0
264	3	67	7	0	11
91	0	7	0	0	0
594	4	170	279	1	15
9391	117	1085	1917	11	1867
319	0	69	21	0	0
1598	5	74	82	0	318
3843	31	244	194	2	865
344	1	41	32	4	0
45	0	0	0	0	0
4514	10	23	2	0	1415
171	0	21	0	0	0
15569	120	823	274	31	10108
5153	0	839	1966	40	3
335	28	29	16	0	135
19	0	0	0	0	0
32	0	3	0	0	0
134	17	36	40	0	30
1607	22	301	233	18	63
92	0	11	7	0	0
416	0	77	34	0	0
78	0	14	0	0	0
2395	128	302	430	4	2159
683	86	167	122	0	245
342	0	81	73	0	0
5903	507	1823	1433	62	2658
1407	123	628	742	8	272
1475	5	105	142	0	45
9330	45	238	147	5	2019
1578	0	15	29	1	0
61	0	6	0	0	0
300	0	54	3	0	0
159	0	60	1	0	0
135	0	11	2	0	0
358	6	83	161	1	46
379	0	41	3	0	0
405	33	93	101	1	39
198	31	19	19	0	21
5017	64	1985	3438	39	275
20	0	0	0	0	0
28	0	3	2	0	0
168	3	19	36	3	7
1905	56	161	75	3	920
4883	0	2343	2828	1	148
16	0	2	1	0	0
47	0	10	0	0	0
331	0	56	0	0	0
58	0	4	1	0	0
276	19	28	26	1	43
9580	57	1303	1628	18	2180
4640	36	747	698	18	609
7873	0	109	26	1	0
4612	93	1437	1990	59	941
15	0	0	0	0	0
43	0	0	0	0	0
545	0	217	432	1	9
383	0	59	40	0	0
954	1	57	45	0	9
54	0	10	0	0	0
14	0	0	0	0	0
6	0	0	0	0	0
14252	121	3701	1827	96	2996	
4	0	0	0	0	0
305	0	55	38	1	31
1390	13	249	465	10	65
900	57	122	66	4	312
68	2	7	8	0	2
49	0	0	0	0	0
122	0	21	12	0	0
134	0	112	89	0	0
42622	1373	5200	3568	308	11573
770	0	136	92	0	0
103	0	8	2	0	0
243	0	10	20	0	0
14823	32	1385	1619	0	1106
19790	2	2536	4693	0	16
81	0	3	1	0	0
5368	6	2238	2179	1	162
42805	110	515	235	1	7066
10099	106	560	127	23	4145
340	0	7	2	0	0
323	7	72	85	0	17
967	12	94	66	4	151
14113	249	9631	9693	104	1112
634	31	40	179	0	35
707	16	35	74	3	7
127	0	1	3	0	0
6	0	0	0	0	0
304	0	15	0	0	0
2125	5	192	269	17	82
248	3	19	13	1	77
18424	90	3611	3367	23	3352
665	0	56	47	0	0
21654	238	3335	3295	68	5202
1252	5	204	96	0	255
4008	25	1598	2851	22	700
32675	3991	16832	9147	692	36120
27	0	3	0	0	0
857	0	68	6	0	0
642	9	131	106	1	2
184	20	35	29	11	17
5780	227	2403	2489	149	896
2	0	0	0	0	0
52179	126	1436	300	14	12844
33	0	5	5	0	0
10	0	1	0	0	0
11012	324	7494	8124	37	1747
35	0	5	0	0	0
3345	0	1355	251	0	0
350	13	143	174	0	22
129	0	20	6	1	0
5988	69	1106	3337	288	2003
4275	39	591	857	4	212
9	0	1	0	0	0
3345	12	506	156	0	66
21	0	1	1	0	0
2313	2	899	1349	7	2
69	3	6	1	0	9
1661	0	590	881	8	31
5554	49	701	947	6	333
760	0	153	9	0	0
1366	50	404	534	13	230
2895	52	113	57	49	843
1720	6	335	401	0	40
20245	650	3768	2760	33	8758
150	2	5	20	0	2
145	0	38	16	0	0
35600	0	907	107	5	9789
2577	61	354	496	1	849
51	0	7	0	0	0
1689	6	244	383	0	12
301	0	16	19	0	0
1791	0	305	81	0	0
14576	204	2916	4054	10	3867
365	0	31	16	0	0
392	0	34	22	0	0
303	0	99	7	0	0
4682	42	858	1052	25	464
43	0	0	0	0	0
120	0	7	2	0	0
947	4	164	496	5	19
546	30	127	173	5	77
68	0	0	0	0	0
852	11	137	96	15	47
2232	18	148	164	1	289
12804	93	3609	4070	135	623
149	0	43	51	0	0
2604	3	1195	2458	5	22
11838	573	3281	3081	4	5289
5243	63	193	93	0	2626
885	0	37	23	1	0
20895	295	1792	826	9	22228
49	0	8	11	0	0
510	0	67	4	0	0
5763	365	2293	2848	25	2187
174	0	39	67	1	0
10483	99	2858	3592	51	2049
4911	18	845	1342	0	144
117	0	0	0	0	0
4369	217	961	917	33	468
9	0	0	0	0	0
10898	38	267	208	0	2120
83	0	0	0	0	0
83	0	10	2	0	0
2564	73	260	216	10	524
42374	263	9122	15487	130	4546
771	0	125	169	4	31
912	0	130	124	0	0
35	0	5	0	0	0
2022	3	760	1429	28	15
1537	43	779	834	49	47
64878	1030	21316	12810	1092	71006
3274	34	417	179	4	2189
1028	7	75	99	2	29
13215	89	2077	2564	0	2218
2043	0	200	0	0	0
5445	57	379	193	48	882
21122	296	4660	4065	3	5604
4649	8	1036	179	146	22
131	3	35	18	2	13
581	0	158	429	0	3
495	25	81	69	3	64
1068	6	131	347	9	21
380	0	73	2	0	0
147	3	17	25	0	1
2642	22	318	316	2	120
17	0	2	0	0	0
3658	197	1333	915	17	1415
343	0	18	28	0	53
240	0	59	3	0	0
133	0	12	10	0	8
573	5	126	128	0	42
3348	5	1673	2792	16	6
284	3	27	22	1	3
4705	22	718	1526	40	98
220	22	20	23	7	31
414	1	29	19	1	37
142	0	55	57	0	0
2087	53	50	13	2	378
211	0	54	105	0	0
1553	164	757	770	26	432		
26	0	6	0	0	0
26	8	4	1	1	4
148	0	28	9	0	0
946	7	62	93	0	16
4542	335	1355	1246	6	4275
26	0	0	1	0	0
579	0	52	10	0	0
23570	166	1295	1988	40	4624
60	0	8	0	0	0
12180	71	7784	6591	13	1014
217	0	40	60	1	0
38	0	6	0	0	0
789	9	116	103	2	14
647	1	106	124	2	3
9724	376	3437	4124	189	1288
2904	9	201	182	5	210
930	0	56	119	0	0
1807	57	896	1066	22	127
157	0	13	16	0	0
23	0	0	4	0	0
338	2	81	46	0	10
598	5	48	36	0	49
200	5	54	112	5	8
4199	83	271	215	6	1112
15057	183	5698	7608	16	5481
3376	38	1086	835	60	112
2434	141	397	482	4	773
650	22	184	196	2	99
19267	543	1871	495	4	14229
2232	33	243	275	8	57
2770	1	391	367	1	266
442	43	160	206	7	80
1624	45	316	324	27	187
3126	91	922	1139	49	316
10056	475	2863	5005	69	3592
522	18	26	27	1	33
3033	66	340	615	24	398
10627	121	1218	985	6	6154		
4678	88	982	1339	30	208
754	52	134	144	4	62
92493	141	36275	42257	589	11492
158	0	36	7	0	0
2726	93	1913	3402	12	396
730	11	95	65	1	134
1736	8	324	332	0	136
4219	107	943	1199	119	302
28	1	11	28	0	0
358	35	119	123	1	48
734	113	629	705	3	212
62	0	0	0	0	0
2267	152	367	242	0	774	
80	1	2	3	0	4
88	5	2	2	0	7
4828	108	1052	1767	46	559
1177	80	311	349	1	155
6740	38	944	1589	0	565
15365	24	3229	3845	3	428
48	0	2	1	0	0
2219	1	849	1032	0	607
20376	323	2630	3808	82	4600
1784	32	146	235	3	255
356	1	56	56	0	0
6644	0	2869	2495	0	730
17956	83	3329	7816	36	1568
6137	10	1064	2052	6	60
1389	14	406	198	34	72
1005	10	182	243	1	66
654	0	87	96	0	0
3048	305	645	951	8	1892	
978	15	75	49	3	194
2196	49	461	409	3	98
157	0	14	16	0	0
4693	35	712	841	18	585
77	0	9	6	0	0
1638	0	133	124	0	411
747	49	268	281	8	62
57	2	9	11	0	0
3352	112	741	1008	35	553	
172	2	15	14	0	7
134	2	11	7	2	2
36	0	2	0	0	0
2628	1	222	133	1	488
607	0	172	0	0	0
2002	0	664	526	1	403
3314	99	587	1075	15	510
1835	118	148	145	5	510
1756	153	276	321	15	127
12	0	0	0	0	0
150	13	33	31	6	9
4902	186	1749	1863	37	798
828	72	309	428	1	99
300	56	41	28	13	59
30	0	2	1	0	0
9503	83	2902	2081	67	807
2729	49	301	347	0	349
2303	0	224	114	0	266
33	0	8	0	0	0
1152	7	130	181	5	42
86049	1207	21071	14752	679	35547
751	42	213	169	6	6
779	34	87	36	0	211
356	8	50	32	8	67
322	37	56	103	6	63
8376	63	1775	1575	0	3395
401	8	158	306	2	31
5701	0	1172	1148	1	1052
19215	0	5817	1944	0	13649
2277	80	180	34	8	513
38	0	0	0	0	0
535	13	181	259	0	29
132	0	55	167	0	0
13	0	0	0	0	0
2052	49	278	229	1	289
434	52	107	91	2	73
510	41	32	15	3	76
2696	47	839	1263	36	87
25218	604	6020	6173	112	9656
6707	75	1165	1373	25	564
58630	320	4841	1651	27	48427
1549	31	207	195	6	38
352	0	55	0	0	0
2252	62	451	514	53	348
1511	109	286	240	15	881
856	41	265	282	20	78
1833	94	839	947	0	365
290	4	24	8	2	19
1641	39	406	325	0	160
106	11	4	0	0	33
69	11	3	4	0	18	
14	0	0	2	0	0
913	161	199	339	1	147		
102	7	11	4	1	4
133	0	17	0	0	0
205	20	132	129	3	22
671	23	34	12	3	118
1163	76	220	172	1	618
331	9	13	11	1	14
211	0	63	44	0	0
1047	47	68	20	3	684
2603	7	653	1275	0	45
188	0	22	5	0	0
306	3	50	60	4	5
1016	0	159	88	5	0
368	30	41	33	2	58
1570	44	831	1179	140	78
1580	122	225	225	50	844
5853	77	1063	1838	24	1185
12	0	0	0	0	0
691	46	96	68	7	166
91	2	12	3	0	1
1416	37	405	504	10	261
134	6	25	36	0	3
130	0	19	0	0	0
1779	140	427	476	2	392
29	0	3	0	0	0
542	19	48	69	0	168
28205	329	3066	1495	235	8733	
1250	8	229	401	7	8
3066	0	275	216	24	366
644	28	59	28	0	209
726	1	183	120	0	2
1532	51	674	1318	51	91
30	0	6	12	2	0
15404	330	6480	8682	85	2557
9344	6	1798	2927	1	75
41196	1658	6196	2704	15	32419	
6864	220	2054	1834	238	1534
5411	78	2208	2680	14	845
17985	94	548	421	0	3940
22	0	3	0	0	0
3226	23	500	920	0	315
18253	0	3037	2938	1	1823
8388	99	1071	1283	52	2245
18	0	3	0	0	0
436	1	9	5	0	7
37848	549	12053	14960	637	8211
2827	21	297	441	1	106
378	16	61	37	0	135
475	0	112	1	0	0
543	40	59	108	2	96
4037	28	671	866	31	182
24	0	2	0	0	0
5031	38	655	1047	5	682
1368	14	150	206	1	65
1445	88	197	191	8	642
4588	24	213	11	0	1232
111	9	28	40	2	16
52066	390	3072	7252	2	11054
890	20	240	309	1	73		
4620	88	948	452	1	1753
327	0	59	77	0	0
132	4	16	16	1	0
1656	68	531	643	5	226		
647	0	154	265	0	0
85	8	29	15	0	2
15486	628	6605	4822	32	11733
1772	0	299	288	36	378
822	56	132	238	7	148
169	0	28	20	0	0
35	7	4	4	0	7
4261	48	332	250	1	737
2100	13	483	804	23	61
167	16	51	10	2	23
2754	68	788	771	62	274
7893	11	740	1095	11	62
2992	171	775	830	65	361
152	5	11	5	0	26
3674	473	1868	1251	35	2052
355	5	96	92	15	28
4541	31	880	711	1	573
903	0	430	579	0	194
344	0	32	60	0	104
345	31	58	57	6	49
287	0	44	68	0	0
12125	95	1100	1918	29	2025
1863	123	890	1122	91	386
48	0	7	0	0	0
282	29	68	51	0	192
14	1	0	0	0	4
1618	72	443	436	2	208
134	5	15	14	1	9
241	6	28	19	2	15
148	0	12	4	0	0
1294	37	110	91	0	608
143	17	13	8	0	30
3262	143	798	968	6	457
2565	43	587	529	28	158
6415	65	728	1072	63	743
249	17	33	31	2	18
144	2	33	4	0	0
76	0	1	1	0	0
452	36	34	45	0	152
3051	146	493	235	21	1001
499	0	58	8	0	0
1231	39	273	235	7	308
407	20	104	99	5	38
8901	261	1916	1325	189	1407
165	0	31	25	0	0
1826	165	1232	1664	28	404
1655	49	59	7	6	365
727	30	67	72	14	225
301	0	15	26	0	0
575	7	259	271	16	6
408	7	52	83	1	3
435	0	180	159	1	61
1137	7	142	135	0	45
2027	139	678	746	19	601
517	21	144	166	3	63
1230	22	378	537	0	45
20	0	0	2	0	0
1117	6	80	56	0	30
76	0	12	9	0	0
4110	114	1950	3004	23	408
344	1	36	21	0	0
1018	115	252	210	4	210
20	0	2	0	0	0
542	0	94	123	0	0
2270	179	792	539	89	334
1671	0	539	496	0	168
4106	30	1375	2425	5	203
72	10	13	28	6	3
2166	94	276	95	6	437
757	7	174	211	0	40
1664	139	1191	1198	60	346
2355	44	503	209	2	1024
3193	70	2145	2631	135	77
1086	36	173	402	3	123
3255	57	1254	1573	90	447
340	0	16	20	1	0
3982	52	786	696	1	116
15496	119	5216	2250	199	2245
191	3	59	12	0	1
8244	257	2126	3753	1	2207
625	16	115	118	0	33
4176	36	1776	2168	29	113
8106	28	401	293	23	1237
218	15	59	56	0	18
2022	164	929	932	257	439
944	135	92	53	2	254
12798	480	2575	2977	95	6282	
795	6	317	864	0	17
290	4	21	14	0	21
146	3	50	59	0	1
3059	80	1402	1818	106	202
589	10	36	49	1	132
1104	133	358	336	6	292
282	9	51	43	0	27
2387	189	785	668	81	443
1839	42	220	347	10	258
465	0	82	1	0	0
1375	70	353	431	103	169
154	1	13	2	5	0
1927	46	677	994	12	400
818	2	75	43	0	9
6258	101	525	771	14	997
218	0	55	130	0	2
9964	0	3518	6608	0	2145
221	5	31	14	4	11
849	42	265	249	2	184
3446	163	424	463	6	415
437	58	81	49	0	224
18	0	5	1	0	0
8747	17	2240	3328	55	392
22592	884	6902	6444	282	4342
2979	18	240	201	0	703
1385	0	385	355	0	0
1685	66	239	227	4	606
723	168	165	231	2	311
455	0	38	70	0	5
2731	66	1511	1957	188	105
3883	22	408	512	9	181
5141	87	1290	671	38	262
634	21	67	87	2	65
274	1	60	24	12	0
262	4	42	33	0	5
1297	27	230	149	4	480
2305	41	715	916	26	229
133	6	27	34	3	10
653	12	18	11	3	9
1764	0	135	190	1	99
230	7	55	79	3	6
4534	25	831	497	13	268
367	3	31	35	5	9
690	0	293	472	0	1
18	1	1	0	0	2
509	19	85	52	4	36
434	15	30	34	2	167
2084	85	241	337	5	365
1278	10	89	127	1	178
387	12	37	23	0	60
209	0	34	0	0	0
2805	23	245	80	2	583
205	0	26	27	0	0
19	0	1	4	0	0
53441	179	11605	9828	158	27611
889	4	66	8	2	222
1663	20	381	772	2	43
76216	34	25313	20279	40	56979
9307	0	1201	1469	41	1133
9	0	0	0	0	0
42	0	4	0	0	0
183	10	14	0	1	9
112	19	13	4	0	30
37	1	8	39	0	2
13	0	2	0	0	0
1798	58	225	412	13	158
41559	87	2847	1459	1	10697
330	9	19	25	1	2
2659	30	217	344	27	156
2283	50	527	761	36	59
3532	306	1168	1286	92	524
8137	79	814	1005	3	999
14097	121	663	1341	57	1896
226	1	7	6	0	0
100756	790	9551	5896	438	37986
3971	50	104	12	1	740
9953	33	632	552	4	1339
211	10	38	29	2	6
473	28	75	17	5	306
9110	404	6067	5910	38	3227
38560	132	11067	15041	494	689
180	0	5	2	0	0
11656	12	1676	462	0	4940
775	11	115	86	30	11
50	0	4	6	0	0
388	0	10	11	0	0
58	0	15	17	0	0
5494	3	288	461	0	471
183	0	1	1	0	0
316	0	56	47	0	0
126	0	14	21	0	0
24	0	2	0	0	0
987	0	17	6	2	233
3144	69	242	241	24	395
58	0	6	0	0	0
2689	44	1315	2494	21	37
744	8	107	277	10	0
970	1	89	20	1	28
4979	40	262	264	6	217
128	0	31	30	0	0
1910	29	477	645	34	101
3785	55	997	418	45	75
19	1	3	0	0	5
50053	216	12084	13156	203	12559
167	0	5	0	0	0
993	0	314	410	1	329
5159	60	8152	11023	34	356
5	0	0	0	0	0
488	0	5	2	0	0
1087	61	205	218	60	144
159	0	94	132	4	0
207	0	103	73	1	0
10798	33	334	554	11	1054
5607	38	1430	1491	18	989
63	0	10	0	0	0
474	0	10	2	0	0
10531	0	3971	10305	2	12
357	0	99	3	0	0
575	4	211	360	6	11
585	14	59	90	4	9
1505	30	1224	2169	2	140
394	0	79	16	1	0
4844	25	499	959	16	614
10	0	0	0	0	0
94988	2479	20275	16626	99	63763
1135	31	230	134	29	40
9735	173	1399	1777	0	2907
415	9	9	1	0	61
253	6	7	9	1	1
16671	58	2832	1622	0	2238
48	0	6	0	0	0
1716	23	338	458	35	62
599	5	21	18	0	65
100	8	12	3	0	16
973	6	123	67	0	121
8194	0	2314	398	1	0
412	1	44	66	0	74
77	0	12	4	0	0
4111	29	723	979	7	267
32649	0	941	778	4	2194
1805	18	166	291	0	325
2276	2	222	155	0	607
115979	1186	43069	33885	964	51659
75	0	3	3	0	0
471	3	133	174	3	4
74108	642	16695	13679	507	30994
227	0	42	0	0	0
71	0	3	0	0	0
7635	193	1834	2213	4	2449
2590	20	173	295	0	45
131	0	37	46	0	0
303	5	26	17	0	36
16467	264	3267	6109	44	2318
464	0	64	48	0	0
188	0	42	13	0	0
536	53	57	65	14	75
11694	32	1387	2046	34	1454
280	0	104	156	0	0
67	0	10	0	0	0
2122	3	26	2	0	7
18481	525	3398	2914	16	9367
566	0	87	150	1	0
1733	103	382	353	1	392
781	0	121	109	0	86
2383	20	341	476	2	325
2685	31	570	283	0	907
11735	529	1334	316	43	5926
698	75	442	625	35	94
59	0	14	0	0	0
1737	14	70	126	1	137
1013	3	297	578	0	4
16	0	0	0	0	0
231484	0	7986	8938	1	36995
30	3	1	1	0	4
1576	5	275	134	2	29
5	0	0	0	0	0
26	0	1	0	0	0
217	0	28	23	0	0
610	5	5	3	0	56
52	6	8	12	0	3
297	1	89	76	2	5
440	7	122	111	15	14
67	0	16	12	0	0
1706	13	788	981	16	24
80482	399	7776	2408	58	95460	
3995	78	246	272	0	403
700	0	56	103	0	0
1945	102	838	1177	16	445
3705	0	499	106	0	1650
6310	0	2012	2606	0	272
2587	24	247	574	16	106
497	33	110	56	5	252
518	0	257	506	0	0
14706	210	512	113	5	10510
1201	1	376	608	1	0
30	0	10	15	0	0
235	15	19	18	0	11
30	0	2	0	0	0
1016	1	81	10	0	7
7454	487	2710	3923	0	1138
7374	21	255	297	11	1055
142	0	22	26	0	0
670	0	3	0	0	0
237	0	41	15	0	0
11	0	0	1	0	0
1575	0	362	483	0	0
2013	1	295	456	16	179
7	0	0	0	0	0
15	0	0	2	0	0
451	0	68	3	0	1
11932	420	864	730	21	6910
508	6	266	213	6	130
346	4	39	30	0	2
173	1	38	39	1	0
707	0	95	50	0	0
1096	5	547	708	4	11
98	16	41	28	2	8
18	1	3	0	1	1		
374	4	31	26	2	3
561	0	19	33	0	0
1198	15	190	212	9	101
42	0	0	0	0	0
165	0	16	8	0	0
9078	507	3055	1724	116	1779
6504	3	40	15	0	307
65	0	3	5	5	0
243	0	7	5	0	0
1414	0	63	23	0	71
19	0	0	0	0	0
20947	133	2543	4511	276	2009
18	0	5	0	0	0
1574	29	157	201	0	71
1162	12	56	49	1	271
407	2	39	36	0	2
24	0	3	0	0	0
2641	50	361	524	4	397
62	0	2	0	0	0
345	20	31	8	0	236
19	0	5	3	0	0
2811	39	188	150	4	1402
3198	28	979	951	1	55
304	0	12	2	0	0
9	0	1	0	0	0
227712	687	13162	13848	95	67398
21	0	0	0	0	0
259	0	28	0	0	0
8160	37	3404	5501	24	684
220	10	82	198	8	21
15499	496	2975	4294	81	4902
1652	4	27	27	0	156
16	0	1	0	0	0
2716	224	558	722	3	910
28997	154	2549	2640	44	9168
89813	49	3685	203	7	43249
20	0	0	0	0	0
1066	0	201	2	0	0
701	0	87	22	0	0
2505	7	459	535	0	110
177	36	16	23	0	18
933	49	190	58	1	59
1609	83	137	197	0	365
15141	232	2389	2856	44	2355
4273	0	402	379	0	542
1002	0	143	142	5	0
1123	1	136	247	0	321
29305	124	1658	1259	18	7161
494	4	33	21	3	64
1653	142	544	655	29	369
1181	43	686	1227	27	30
192	3	29	32	0	7
12858	173	8286	13320	6	1933
880	0	130	215	0	0
1829	60	167	212	0	182
3849	23	128	38	2	897
3051	31	365	305	2	370
1012	15	258	61	12	12
275	22	37	40	2	92
10473	85	1694	3096	51	2930
82	0	9	4	0	0
591	9	63	66	4	33
125	0	4	0	0	0
14631	130	1884	1723	22	5242
952	0	116	129	0	0
664	24	13	28	0	256
105	0	14	3	0	0
3435	89	1045	1416	43	210
5317	128	542	355	46	2046	
375	6	65	68	1	2
42	1	1	1	0	1
51	0	8	0	0	0
4543	110	1122	1096	46	491
46	0	5	4	1	0
87	0	25	1	0	0
26	0	1	0	0	0
782	0	107	315	0	0
30	0	4	0	0	0
13	0	0	0	0	0
682	3	33	59	1	146
900	13	224	242	0	11
2685	41	284	240	4	450
3418	109	198	236	8	654
12085	192	2601	2975	36	2974
2968	89	780	944	11	431
80	0	19	38	0	0
68723	658	20890	25718	576	7872
5131	469	1539	2063	115	899
3602	7	466	13	1	381
33	0	2	2	0	0
211	0	17	0	0	0
489	8	52	35	0	179
1871	133	229	300	1	278
452	0	128	124	0	5
600	9	84	87	5	8
1738	32	155	440	0	369
291	24	117	185	2	19
390	0	74	123	3	44
618	5	56	76	1	43
93	2	17	15	0	1
4531	208	2902	3632	11	755
5688	25	505	605	0	1458
8384	124	1802	1499	16	3334
44492	888	7507	4983	211	17954
20459	175	1270	194	0	9149
70	0	6	0	0	0
77	0	22	0	0	0
45388	178	3333	3408	52	9316
1365	0	285	502	0	0
231	0	8	0	0	0
28	0	1	0	0	0
1889	12	20	6	0	205
3370	8	598	701	10	75
146	0	12	1	0	0
41378	768	4700	2079	11	28966
3769	44	640	787	27	194
32	0	5	0	0	0
40	0	3	0	0	0
690	0	86	13	0	0
426	8	69	60	0	15
12	0	0	0	0	0
45	0	5	1	0	0
4	0	0	0	0	0
34	0	5	0	0	0
3587	47	686	469	27	419
175	0	40	8	0	0
351	0	68	55	0	3
381	10	87	20	0	8
154	1	54	49	1	21
266	0	11	34	0	0
219	0	29	21	0	0
2467	30	337	539	18	264
178	0	50	1	0	0
1454	38	235	657	4	416
148	0	3	1	0	0
551	25	29	1	0	454
9	0	0	0	0	0
11988	81	1168	597	18	2166
1607	0	921	1161	32	168
455	2	122	166	1	13
6243	38	346	432	21	755
4765	88	442	355	0	1506
8203	403	2129	2509	14	1237
9923	1	713	760	20	21
8	0	1	0	0	0
1619	0	54	46	0	0
1943	59	453	610	32	326
875	23	214	409	5	6
2037	20	173	192	6	86
403	2	30	0	0	10
156	0	14	3	0	0
78	3	4	1	0	6
7012	164	1109	2907	38	461
113577	614	3082	592	60	31361
78874	503	5084	2668	96	54141
104	18	10	10	0	19
34	0	23	68	0	0
41	0	2	2	0	0
627	0	161	1	0	0
1866	21	156	70	0	198
240	0	72	9	0	0
405	0	162	321	0	0
136	19	19	7	0	57
100	1	7	2	0	3
342	13	46	11	1	17
4662	0	63	39	1	0
293	39	23	38	11	34
126	0	10	0	0	0
10354	1	2430	4003	6	116
68	5	7	4	1	2
7816	270	829	1003	28	2483
21543	134	3437	5665	63	5810
81	0	9	0	0	0
1722	39	327	274	15	42
1122	19	52	53	2	297
3965	0	1369	1909	0	86
975	0	6	2	0	0
1410	6	350	595	0	35
2263	79	1176	1397	5	114
20517	199	8167	5980	196	16501
115	0	4	0	0	5
981	41	167	161	25	146		
1071	24	377	1084	0	36
1173	157	195	142	6	369
469	0	36	37	2	238
103	11	29	35	4	6
968	25	491	606	4	53
4301	158	1109	1482	12	1753
1437	38	346	390	37	80
9267	235	1447	1246	3	6532
261	17	61	92	7	9
130	6	42	37	4	6
820	19	131	97	10	36
1881	67	858	869	66	180
733	0	112	16	0	0
288	10	80	90	4	34
127	0	16	0	0	0
28514	1378	14867	9845	95	18503
458	0	48	58	3	2
648	37	203	289	21	64
227	0	25	14	0	0
2110	89	180	31	5	608
16719	59	571	649	0	4913
235	0	108	128	11	15
1160	14	310	645	17	63
1189	7	51	37	0	294
51	0	7	0	0	0
4445	24	1165	1479	6	240
1945	36	448	591	78	48
150	0	17	11	0	0
13052	0	4824	2711	1	498
113	3	23	3	0	0
36	0	19	23	0	0
286	0	70	44	0	0
1114	26	144	149	12	77
117	1	10	1	0	4
824	0	41	5	0	0
35748	448	4923	1976	6	19282
170	39	38	35	1	57
803	4	221	247	1	10
277	10	28	35	7	23
2398	0	272	390	0	0
719	4	93	96	1	14
76	0	15	1	0	0
738	11	45	18	0	8
2504	65	653	840	6	339
13652	395	1341	1250	14	5224
30	0	0	0	0	0
44	0	1	0	0	0
898	0	45	11	0	2
6530	416	2454	3264	174	1105
94	0	26	51	1	0
36	0	5	3	0	0
107	17	42	56	0	13
442	0	81	50	0	0
34519	485	8884	7797	7	18476
706	17	200	136	2	304
248	0	37	0	0	0
5036	39	876	890	3	705
3465	82	910	1309	7	251
620	1	42	32	0	0
1992	3	181	184	0	131
16102	108	4157	12125	2	426
492	36	45	38	6	79
147	5	26	58	0	31
375	4	19	19	0	10
4878	14	883	657	3	1156
1572	0	439	446	0	4
19827	560	8658	7125	613	7933
24	0	2	0	0	0
11	0	0	0	0	0
26	0	1	1	0	0
12517	379	5161	5878	114	1959
796	5	30	1	3	142
17	0	3	4	1	0
740	0	95	32	0	0
2874	152	298	331	27	449	
17535	47	654	43	0	5831
29	0	4	0	0	0
252	2	65	87	0	2
3404	7	334	407	13	172
43	0	14	0	0	0
3702	29	315	183	1	618
115134	302	5739	6642	41	15466
594	0	42	20	0	0
2320	67	294	272	8	521
21	0	2	0	0	0
41	0	4	1	0	0
242	0	49	1	0	0
38	0	1	0	0	0
39	0	4	0	0	0
686	2	62	42	0	20
6880	48	1229	1586	119	338
1331	29	147	143	0	149
275	2	26	26	0	0
1078	0	112	3	0	0
442	49	253	230	33	174
145	0	22	0	0	0
136	0	11	8	0	0
217	2	6	0	0	24
50	4	14	17	4	5
68	0	8	0	0	0
2653	11	1532	2755	12	63
402	0	77	0	0	0
21450	80	696	527	49	5625
23	0	3	0	0	0
353	2	54	86	2	1
608	0	28	0	0	0
2947	139	264	227	27	1150
15	0	0	1	0	0
5844	141	2016	2019	72	579
639	0	36	21	0	0
1597	172	190	193	3	1158		
826	5	112	21	6	423
2591	75	280	253	0	724
1573	36	270	201	28	732
7488	18	2236	3392	40	84
1273	1	221	40	0	0
8266	198	398	295	0	2790
4179	323	346	124	0	2879
244	0	20	19	0	0
513	0	34	0	0	0
563	26	112	147	0	121
453	0	28	49	0	2
693	0	34	95	0	0
340	0	58	11	0	0
1331	85	131	159	0	144
188	0	6	0	0	0
363	0	75	0	0	2
150	0	13	1	0	0
77	0	7	0	0	0
78	0	6	2	0	0
6817	11	1926	3297	112	254
849	5	55	69	1	93
1220	31	214	192	1	40
102	3	1	0	0	53
181	0	21	0	0	8
46212	94	5944	7446	73	8430
69	0	7	0	0	0
97	0	0	0	0	0
94	2	3	3	0	5
211	24	42	66	0	11
320	0	16	16	0	0
1124	0	218	262	0	172
1207	0	122	34	0	0
57	6	6	5	2	19
44	0	1	0	0	0
268	0	58	22	0	0
146	21	11	9	0	18
25341	82	1272	300	1	7854
166	0	38	9	0	0
620	0	59	0	0	0
9	0	1	0	0	0
285	40	47	35	1	25
14040	98	715	140	11	5136
357	49	21	9	0	264
682	1	20	13	1	3
2883	1	560	494	0	1
481	6	64	31	0	9
70	0	3	3	0	0
163	4	21	23	0	0
169	10	45	58	4	25
4693	131	687	1180	57	667
9054	0	3013	4501	0	0
3650	0	1971	1468	0	335
1650	48	148	70	0	827
61	0	0	0	0	0
1282	63	144	128	1	513
44	0	3	2	0	0
574	1	82	126	1	0
3188	130	456	559	27	579
792	1	72	60	0	5
157	2	15	20	1	2
244	0	14	5	0	0
320	0	66	0	0	0
