Page Visits	Submissions	Comments Received	Comments Given	Journals	Favs
63	1	13	22	2	1
70220	997	10539	5088	466	27007	
16	0	0	0	0	0
645	1	197	486	67	3
232	9	19	7	0	108
959	30	141	132	5	38
275	0	77	55	0	0
9	0	0	0	0	0
10	0	0	0	0	0
100	0	6	0	0	0
1692	2	520	58	4	3
227	42	10	5	1	82
10114	90	2765	1163	6	562
16860	233	2281	4752	69	1947
17778	828	3140	3109	65	3109
100	0	5	5	0	0
17	0	0	0	0	0
1734	9	302	310	0	50
7198	20	921	1042	29	216
470	0	70	26	0	0
45956	231	10808	17230	499	2218
608271	97	4445	1492	32	85789
1806	26	194	84	6	270
8999	144	712	466	26	417
22	0	2	0	0	0
565	6	180	219	0	27
15791	107	990	948	0	3243
764	5	146	309	1	8
581	1	49	67	0	0
1461	7	34	44	1	113
194	0	6	0	0	0
518	0	123	0	0	0
551	0	89	78	1	0
642	0	150	0	0	0
24	0	2	0	0	0
551	0	60	2	0	0
1292	104	755	1567	47	34
567	21	73	131	1	102
121	0	18	19	0	0
1904	91	538	584	13	271
22	0	3	1	0	0
4538	51	179	38	7	605
358	11	138	284	5	24
64	0	2	14	0	0
312	18	29	1	0	86
11699	88	386	45	1	2654
328	0	56	37	0	0
74	0	9	0	0	0
1544	4	232	241	0	1
2140	26	139	133	6	6
5774	164	499	218	9	2605
30	0	8	7	0	0
1062	4	132	57	1	70
7841	150	11176	14894	28	871
228	0	30	8	0	0
17674	18	1477	1017	1	6998
3190	12	69	6	0	752
28	0	1	0	0	0
1130	91	498	657	33	140
182	0	13	8	0	0
128	1	3	1	0	5
1538	9	132	160	0	22
328	61	29	31	7	112
699	0	76	29	0	0
239	12	76	103	1	19
251	11	15	12	0	27
72	0	4	0	0	0
4386	179	329	226	3	2155	
107	0	15	0	0	0
28585	57	951	1057	6	5423
74	0	19	52	1	0
2688	34	215	267	1	430
1849	9	55	16	8	122
19053	205	2367	1856	14	2814
18118	97	5091	8203	38	747
22320	174	5150	4274	31	6005
1921	8	397	66	0	18
3927	45	298	283	0	796
337	0	24	5	1	0
21	0	0	0	0	0
4075	0	927	973	78	473
155	0	2	0	0	0
1655	48	441	883	25	193
5056	42	492	582	30	186
7415	27	150	23	0	2666
550	1	50	25	1	5
18	0	1	0	0	0
141	0	7	0	0	0
2	0	0	0	0	0
55	5	7	3	0	19		
229	0	44	0	0	0
7256	32	342	155	1	754
3569	81	638	1057	37	205
4	0	0	0	0	0
72	0	16	4	0	0
196	0	8	5	0	0
2423	169	98	20	17	2156
264	0	15	4	0	0
10466	139	2996	505	9	2100
1687	24	230	167	0	81
5132	35	185	124	1	2880
3553	226	550	135	0	3081
1309	0	118	1	0	0
47	0	3	1	0	0
34	0	0	1	0	0
26	0	0	0	0	0
265	14	41	70	0	10
370	96	134	121	6	170
39	0	8	0	0	0
113	0	19	0	0	0
48	2	7	11	1	3
11107	34	6297	9615	328	775
2561	23	1054	1934	28	58
1268	0	701	866	0	21
3200	6	619	278	0	28
2686	86	288	179	1	1406
1177	6	84	77	0	34
282	0	18	25	0	0
920	18	185	349	18	122
22	0	3	5	0	0
40	0	0	0	0	0
3198	25	177	169	5	177
98	0	6	0	0	0
8	0	1	2	0	0
6974	47	3799	9211	31	77
10	0	1	0	0	0
4073	13	709	1284	101	313
235	0	80	125	0	0
13070	133	1095	1126	87	1899
118	0	16	0	0	0
86	0	6	3	0	0
264	0	95	11	0	0
486	0	41	46	0	0
7921	64	724	607	20	1345
178	30	19	11	2	64
9228	118	1137	1060	2	912
127	0	34	36	0	0
19	0	1	0	0	0
55962	161	1114	139	0	17136
667	31	39	34	0	107
5606	64	230	43	0	2568
1489	5	21	36	0	7
82	0	7	0	0	0
587	5	142	33	0	3
8981	72	585	324	20	1825
5035	0	649	315	0	294
17	0	1	1	0	0
1402	116	86	65	2	486
82	0	2	6	0	0
8	0	0	0	0	0
794	51	250	312	33	43
220	9	43	46	11	4
50	0	2	3	0	0
36	0	1	0	0	0
71	0	3	2	0	0
1422	67	257	294	3	302
940	0	862	861	4	159
3164	26	398	611	3	230
95	0	2	1	0	0
7389	51	635	933	30	428
390	0	7	0	0	0
86	0	25	42	0	0
263	0	21	4	0	0
18288	81	2035	1316	2	6951
4	0	1	0	0	0
233	16	71	74	0	25		
165	0	15	1	1	0
4157	0	318	183	2	0
91	0	16	0	0	0
167	0	15	14	0	6
719	39	140	92	3	201
40	0	1	0	0	0
22	0	6	5	0	0
3181	139	310	214	20	1013
5621	38	1045	2154	24	155
173	0	7	3	0	0
92275	395	5184	3340	56	48436
554	0	153	0	0	0
1720	24	369	402	0	56
21	0	0	4	0	0
3389	0	183	37	0	1086
3930	13	2296	5039	0	33
4985	10	209	546	17	460
16	0	0	0	0	0
1801	0	278	33	0	5
408	0	45	24	0	0
743	5	61	67	3	12
6933	182	2270	4521	152	771
2634	0	68	25	1	0
419	3	39	69	1	15
1594	14	322	111	0	38
47263	42	1030	1106	10	7188
121948	8	16122	6402	213	63297
4261	54	793	911	13	284
22	0	1	1	0	0
961	0	230	2	0	0
58	0	2	0	0	0
1946	145	394	551	24	246
2462	98	144	179	3	548		
1143	2	238	248	0	69
2603	18	202	213	1	71
281	0	12	7	0	0
3421	27	106	86	0	142
547	2	138	75	0	4
33	0	7	0	0	0
2630	40	428	540	4	584
1208	46	315	443	29	134
178	0	58	0	0	0
879	14	137	205	2	366
180	0	20	2	0	0
132	3	15	6	0	4	
383	27	99	93	2	93
5990	179	1150	1056	0	1061
1195	0	97	30	0	0
56162	800	3918	3586	40	23340
569	0	87	96	0	0
17152	141	6522	10793	69	2518
1401	28	593	683	17	34
538	32	39	41	0	32
673	0	180	3	0	0
12224	176	2233	1643	17	3989
2354	1	281	162	1	2310
224	0	33	117	1	0
3576	0	55	1	0	0
8221	15	980	626	0	879
1372	18	246	226	1	80
5479	191	906	837	3	281
2053	0	164	37	0	399
493	0	98	17	0	0
541	3	160	2	2	14
138	0	22	0	0	0
1570	1	501	1033	0	4
4	0	0	0	0	0
34	0	1	0	0	0
80	0	2	11	2	0
17107	51	178	104	15	1071
284	19	46	36	3	21
1887	42	320	412	1	349
4674	10	1026	1954	23	10
2985	138	1195	1684	26	408
17	0	1	0	0	0
259	4	23	14	2	2
45	0	2	1	0	0
13774	131	2719	1920	81	1822
18	0	0	0	0	0
283	1	37	56	0	39
374	0	101	0	0	0
1834	117	174	250	36	479
2440	103	516	444	17	704
21	0	0	0	0	0
9	0	0	0	0	0
145061	178	4747	1222	64	54808
13	0	1	0	0	0
582	0	53	71	0	0
4025	153	816	600	5	641
371	6	71	64	22	6
364	0	62	22	0	0
4583	19	243	377	0	240
520041	52	12708	2629	0	126843
420	21	137	125	4	81
1015	44	69	84	0	278
69	0	3	0	0	0
2886	34	402	557	17	189
280	23	15	11	0	114
4790	37	310	332	1	1105
703	0	8	0	0	26
14345	167	1749	2730	186	1360
112	0	16	9	1	0
628	1	49	57	1	0
1081	1	144	130	3	9
1641	7	164	275	2	46
15	0	0	0	0	0
47	0	5	4	0	0
13	0	1	0	0	0
89	3	7	1	0	10
27064	286	2529	1955	1	508
2	0	0	0	0	0
335	23	69	66	1	50		
4548	13	1152	1835	46	247
119	0	27	14	0	0
1131	2	244	307	0	20
7389	0	1994	11	5	0
1528	114	598	884	28	126
3049	56	591	1241	10	1147
5272	79	221	153	1	1772
1535	56	149	96	1	305
964	0	535	525	0	0
10	0	1	0	0	0
336	29	69	89	0	71
2010	8	854	888	3	44
165	0	27	36	0	0
152	1	8	6	0	0
9852	190	584	603	31	3015
185	0	46	0	0	0
7983	0	201	375	2	0
1337	2	43	2	0	52
1786	111	149	147	2	646
1770	3	79	88	0	76
13286	621	4260	4415	103	3355
1966	93	938	1031	27	105
395	30	119	120	21	34
79	4	27	20	1	6
1135	0	135	97	1	221
18988	53	2688	879	0	4726
3348	42	292	391	3	151
156	1	2	0	0	10
2	0	1	0	0	0
1920	6	218	215	0	75
103	26	43	31	1	25
11263	152	2959	2308	177	6006
4508	38	1307	1935	2	658
864	0	125	102	0	3
2839	60	1349	1062	46	557
606	54	58	89	11	188
2155	29	427	827	17	176
677	29	142	90	1	234
961	14	127	21	0	3
1002	11	27	106	1	16
197107	606	13590	4014	177	84955
1010	5	129	51	0	2
1422	74	584	708	33	235
10823	119	608	115	8	5313
4393	86	264	328	1	1202
99	0	1	1	0	0
194	0	51	27	0	27
39	0	2	0	0	0
5718	42	112	18	0	1446
195	0	70	60	0	0
12918	263	2006	2013	25	3756
26101	915	5006	2992	284	26337
594	34	54	75	0	164
1668	2	518	803	23	7
5011	66	484	393	97	516
1391	13	289	454	0	61
150	0	58	1	0	0
3302	51	265	471	25	362
95	0	26	23	0	0
6100	168	411	191	26	2921
4074	35	105	38	0	758
9005	45	662	1308	28	942
6551	44	535	18	5	1070
3833	0	3101	2877	0	43
113	0	15	9	0	0
336	0	43	36	0	0
68679	961	15258	13147	18	53166	
9401	0	897	167	0	4
59	0	4	2	0	0
1028	2	103	121	0	4
193	0	17	0	0	0
20268	124	1752	1769	55	4873
274	10	68	81	8	17
260	0	35	11	0	0
209	30	35	49	1	39
1088	66	104	69	8	91
114	0	33	2	0	0
3124	46	1990	3994	105	40
9689	79	928	705	10	2224
78	0	17	5	0	0
125	0	0	0	0	0
17	0	4	9	0	0
3541	24	211	284	6	659
470	0	80	0	0	0
207	25	110	11	0	21
6317	0	1781	1812	27	218
12417	245	3146	3513	7	1833
194	14	45	47	0	34
2908	10	179	142	21	390
1447	7	355	657	17	66
3733	12	282	34	0	525
3460	94	406	524	12	868
13227	62	600	147	3	7378
413	41	115	44	2	55
5187	1	2263	427	0	1
23323	192	6630	5408	97	5799
9	0	1	0	0	0
23452	106	1141	835	24	3230
171	0	13	3	0	0
731	7	76	89	0	56
227	43	52	45	1	91	
112	0	15	2	0	0
844	36	299	844	16	45
112	1	20	31	0	3
59	0	3	3	0	1
22226	232	3158	3033	339	5581
3210	206	1006	929	12	2173
1336	4	181	442	0	1
3166	74	1074	954	49	230
24672	192	2428	1187	61	4642
871	14	174	194	0	28
4447	4	803	428	51	35
497	0	168	461	5	0
140	5	6	3	0	2
2571	14	134	626	0	357
3175	115	1033	1260	23	94
63	0	9	1	0	0
166	0	36	32	0	0
146	0	26	0	0	0
1393	10	143	154	0	48
889	4	407	983	6	7
387	0	20	9	0	0
236	4	65	11	0	0
3005	219	957	651	29	1383
7158	4	980	991	0	484
4106	0	678	690	57	35
909	11	102	118	3	7
7397	76	2416	3445	31	340
222	25	93	83	2	24
2557	8	282	441	1	38
121	0	27	12	0	0
448	0	24	3	0	0
46	0	27	39	0	0
102	0	23	8	0	0
2576	14	627	1087	6	106
235	7	31	24	1	10
22581	670	15812	20945	188	7341	
65	0	5	0	0	0
216	0	51	59	0	0
264	0	32	2	0	0
22	0	8	9	0	0
42	0	5	0	0	0
15	0	1	0	0	0
74	0	5	4	0	0
42	0	4	1	0	0
1406	0	136	25	0	0
70	0	3	0	0	0
12	0	0	0	0	0
1252	11	43	20	7	113
8120	33	431	468	12	1538
1350	7	285	459	1	15
4582	112	1230	1063	10	1149
151	6	5	3	1	76
139	0	19	2	0	0
15	0	1	3	0	0
10190	68	948	980	4	982
83	0	1	0	0	0
2057	1	159	187	6	6
24	1	2	0	0	0
153	0	4	0	0	0
2445	12	96	45	2	750
131	0	12	0	0	0
1675	79	373	339	6	212
3068	24	102	89	1	201
1287	0	55	4	0	0
439	76	20	9	0	270
41886	53	901	339	24	4652
158	0	38	20	0	0
1462	0	50	6	0	0
649	78	144	154	0	104
523	0	160	2	0	0
12873	222	2631	1685	122	3933
3437	298	235	190	5	2188
1699	11	38	25	0	464
1745	57	289	332	3	450
904	11	196	294	5	33
309	18	40	3	0	61
1030	84	581	711	43	185
4326	39	120	133	0	762
6413	21	328	314	4	1458
12281	103	1304	1454	22	2852
1263	16	108	137	10	52
13699	152	4555	8239	306	1484
975	1	617	1412	14	1
37	0	1	2	0	0
2063	0	272	2	0	0
178	0	27	0	0	0
2537	96	449	658	15	410
337	29	15	10	0	37
5526	339	1014	938	93	1333
53046	147	2210	588	23	18761
4937	2	571	952	2	793
15	0	2	2	0	0
885	6	124	267	3	65
3005	2	499	845	0	72
19530	484	7362	6850	392	6592
266	0	6	7	0	0
48	0	2	1	0	0
74	0	15	14	0	0
623	29	80	9	0	56
19764	333	9797	14382	235	2396
202	0	27	1	0	0
3195	37	141	139	4	89
30	0	2	0	0	0
221	15	6	8	0	11
58	0	13	3	0	0
1101	56	131	129	44	82
3892	13	695	145	3	72
845	18	113	87	0	59
1074	64	210	224	17	211
1354	10	263	289	0	52
169	6	33	6	0	33
1026	0	168	245	0	0
20714	126	4782	5522	121	5152
964	1	215	12	1	1
41633	0	4403	4925	0	7612
4365	25	1477	728	8	19
2444	5	31	1	0	454
1569	0	101	86	19	10
120	0	10	4	0	0
3604	154	820	783	21	1553
6153	36	1179	1940	0	559
16546	208	7441	8224	3	2282
6382	32	211	73	6	880
123	0	11	14	0	0
2649	0	485	44	0	0
22272	110	2642	1927	13	2901
884	60	343	271	9	138
40	6	7	6	0	5
3930	86	209	247	0	751
3789	2	157	210	0	76
1474	33	220	167	6	211
4993	24	838	911	50	163
816	0	249	53	0	0
395	0	108	0	0	0
4281	14	821	760	0	794
14	0	0	0	0	0
166	1	9	4	0	4
1631	21	154	129	0	67
75	2	4	5	0	0
3107	63	612	911	2	534
74	0	18	20	0	0
2750	18	767	957	20	26
102	0	11	0	0	0
1283	29	207	270	1	50
5771	95	1599	2240	7	545		
37	0	4	0	0	0
20296	250	6016	7368	26	6972
433	0	24	35	0	0
3691	22	337	637	7	55
7945	174	1079	547	69	1999
13292	563	5944	7101	111	2845		
418	8	42	15	1	154
1290	8	272	261	1	10
182	0	40	38	2	0
16	0	0	0	0	0
4545	91	3868	6527	189	201
918	49	139	195	0	90
5686	705	2138	2358	315	808
1506	93	172	129	0	123
26	0	1	0	0	0
358	54	21	22	2	124
189	0	20	4	0	0
107	0	8	15	0	0
205	0	5	3	0	0
1735	59	672	353	18	598
184	0	42	0	0	0
569	0	27	0	0	0
474	17	151	43	0	33
32	0	0	12	0	0
88	0	8	0	0	0
45	0	4	3	0	0
87	0	28	30	0	0
8863	18	330	224	0	1845
250	0	42	3	0	0
383	6	19	9	2	87
7357	63	3292	4627	196	294
1887	0	126	145	0	5
13078	7	2427	3316	0	95
184	0	10	0	0	0
30	0	4	0	0	0
823	1	97	178	0	10
25081	207	1349	1055	1	1948
777	61	245	293	4	215
828	8	129	110	3	10
11	0	0	0	0	0
481	7	22	5	2	9
6155	187	424	153	4	4010
115	3	16	11	0	3
6	0	0	0	0	0
541	0	91	1	0	0
1903	46	401	855	1	392
139	1	13	18	0	3
2571	0	100	2	2	0
397	0	161	274	0	0
11136	136	1024	1003	1	2007
5353	153	737	978	3	202
467	39	16	4	1	37
452	11	92	12	0	19
24264	144	2429	1939	44	5960
4283	0	4125	5670	7	87
393	0	45	11	0	0
1873	172	200	268	0	846
358	0	22	23	0	97
8380	100	3615	7602	12	554
26	0	2	0	0	0
1085	43	404	587	4	197
32	0	0	0	0	0
37	0	0	0	0	0
1036	0	319	839	0	0
327	13	61	71	0	40
2821	1	163	113	0	10
800	20	126	362	16	19
144	0	28	0	0	0
458	0	6	0	0	0
4289	62	585	840	11	1499
603	123	135	267	15	183
315	6	50	70	0	55
15598	77	703	278	21	4471
35	1	2	0	0	1
507	41	84	80	5	72
3437	200	358	70	12	3481
256	0	8	6	0	0
3133	17	453	312	0	97
2342	38	183	72	8	692
507	0	77	10	0	0
138569	665	32882	29482	20	65716
3	0	0	0	0	0
185	0	44	4	1	0
4277	334	1270	1399	68	687
618	5	74	21	0	4
664	29	190	370	5	54
29	0	3	2	0	0
383	60	38	23	8	84
219	0	56	69	0	0
12777	115	282	25	0	1557
367	0	6	0	0	0
90017	156	2730	2019	44	25915
182	0	28	22	0	0
1537	1	150	66	0	10
3701	6	982	1001	0	154
482	0	56	46	12	0
1715	66	349	259	12	75
15754	108	3043	3628	2	1860
841	0	100	123	0	379
8991	131	441	384	16	2007
141	3	37	60	2	0
11020	93	115	36	5	3656
56	2	0	1	0	8
28	0	0	0	0	0
3548	16	457	537	0	134
182	0	48	2	0	0
69	0	14	18	0	0
4202	22	242	230	29	425
601	9	175	104	2	15
19	0	2	0	0	0
6757	82	4728	7090	1	154
8656	161	1193	695	4	1507
307	0	29	27	0	0
282	0	2	3	0	0
365	0	50	115	0	0
192	3	22	22	0	33
3289	0	4263	6294	0	364
219	1	14	14	0	9
7743	74	279	149	20	3426
2184	36	2053	2526	6	149
142	37	16	8	1	72
104	0	7	2	0	0
4	0	0	0	0	0
75	0	8	15	0	0
68	0	5	2	0	0
1161	11	69	60	2	94
5051	58	151	149	0	1520
15331	371	1638	4518	8	2603
819	0	252	32	0	0
107	0	13	3	0	0
9506	227	873	978	34	5399
151767	101	2307	363	28	39108
201	0	28	0	0	0
1233	31	70	22	7	412
187	0	13	1	0	0
3757	0	946	1204	0	150
11782	168	1793	1384	56	785
1230	0	6	1	0	0
6	0	1	0	0	0
123	0	32	3	0	0
1227	52	81	94	4	59
50	0	0	0	0	0
746	8	42	22	0	136
25	0	4	0	0	0
9203	77	1890	1838	80	419
3730	67	886	1124	105	552
52	0	4	0	0	0
533	0	71	2	0	0
4	0	0	0	0	0
114	0	67	180	0	0
7426	279	1178	1187	50	1432
13048	82	3867	7099	14	1569
93	0	14	0	0	0
1166	24	53	19	1	345
3282	0	96	104	1	0
3858	35	930	1320	43	134
433	43	49	55	23	55
14	0	1	0	0	0
2769	15	436	1142	2	333
3328	87	414	644	40	566
3046	286	2133	2558	93	349
960	6	101	47	4	17
2799	55	1230	2468	62	114
1051	31	99	24	5	932
19074	681	7521	9448	57	5656
1723	50	653	814	61	237
455	16	101	69	4	50
353	3	91	78	0	2
4013	13	990	184	0	28
375	0	35	2	0	0
3162	99	507	636	7	564
1193	0	192	148	0	0
171	0	19	129	6	0
95	0	4	0	0	0
35046	485	12573	13466	565	8061
649	0	547	1008	0	0
2517	32	218	961	2	1300
1270	6	64	66	5	20
1922	16	255	290	1	386
3	0	0	0	0	0
4945	66	1233	1775	3	804
2069	31	139	111	1	171
169	0	35	2	0	0
376	0	109	5	0	0
602	0	176	257	0	15
1100	10	163	222	2	48
253	0	13	8	0	0
51	2	7	6	0	28
228	13	68	77	0	26
468	1	130	3	0	2
45777	54	983	1828	0	9840
527	0	65	4	0	0
3989	1	1300	1765	0	689
390	0	47	18	0	0
449	3	69	65	0	9
140	0	33	0	0	0
26473	60	7154	6875	48	2782
618	0	115	25	0	0
106	4	7	5	0	1
4408	34	731	1543	20	454
611	0	126	46	0	0
551	6	70	53	1	17
826	155	401	184	5	245
3898	0	3351	4429	92	119
542	0	77	14	0	0
1214	20	370	547	20	15
827	73	202	140	2	65
763	0	133	45	0	0
258	0	70	7	0	0
3346	22	499	605	4	49
1444	262	220	283	6	465
6	0	0	0	0	0
223	0	5	3	0	0
24807	25	681	344	12	6757
579	12	27	34	0	14
67	0	7	6	0	2
6	0	0	0	0	0
172	0	82	115	2	0
251	0	26	25	0	0
238	1	68	164	2	4
1356	0	291	82	4	0
69609	325	4543	3978	32	18172
22	0	3	2	0	0
226	3	22	36	7	0
7760	506	3659	4983	32	3105
378	0	50	33	0	0
647	1	118	4	0	0
8115	0	885	1482	8	0
53	0	13	0	0	0
658	50	176	234	6	104
3753	11	364	487	3	109
356	9	44	51	2	4
731	3	101	199	1	7
27	0	5	0	0	0
7192	67	1197	2090	51	712
295	0	35	5	0	0
36	0	3	1	0	0
3028	48	284	427	7	237
489	34	57	61	0	97
38	2	7	3	0	2
24746	315	10404	11979	8	7517
265	1	16	19	0	1
35884	196	11547	10343	205	2872
874	0	84	94	0	1
10699	455	2449	3948	53	3283
2396	153	442	272	0	921
3697	112	863	719	1	563
74	1	4	0	0	0
253	10	47	63	3	6
33	0	7	2	0	0
125	0	24	24	0	1
49	0	7	1	0	0
960	0	347	0	0	0
78	0	0	0	0	0
775	6	104	105	20	12
5674	47	1091	891	10	1454
195	0	51	2	0	0
309	9	62	136	2	4
4780	29	810	557	8	176
102	3	40	98	0	0
10798	27	4229	2535	11	158
510	71	60	123	0	82
2216	88	264	458	9	582
42	0	11	1	0	0
117	1	11	17	0	1
4376	0	1544	1989	20	0
6021	95	1386	1461	39	756
391	0	62	0	0	0
152	0	15	3	0	0
7074	112	1652	2569	24	881
386	0	73	30	0	0
1730	245	319	468	0	307
30	0	7	7	0	0
8877	85	1445	2109	32	665
13134	459	2420	2007	6	3747
99037	3216	138987	124025	434	114065	
80	0	3	7	0	0
8277	1	1499	2125	34	875
3301	88	1680	2832	102	322
2398	18	604	845	11	353
447	2	43	71	0	2
6444	108	1092	1429	54	1123
315	0	36	36	0	0
4477	292	4928	5332	178	993
1812	0	264	226	0	0
4847	371	1293	821	10	2911
4892	3	1166	2310	0	1372
8721	74	461	240	3	4845
1983	0	125	48	0	0
4069	26	2346	3122	70	133
615	5	43	69	0	16
605	12	109	154	7	4
2574	36	210	142	7	244
503	0	87	22	0	0
289	0	7	0	0	0
4746	113	1567	2304	17	202
513	10	216	359	2	2
41	0	3	1	0	0
8447	2	7164	11864	32	20
111	0	17	27	0	0
99235	1142	12446	6797	489	67144
27	0	5	0	0	0
4344	176	1319	371	71	1853
648	12	66	6	0	43
1877	0	460	486	1	0
350	75	97	109	2	144
892	18	324	510	17	39
6286	152	683	398	13	2417
2272	0	2295	2625	0	83
115	0	25	5	0	0
112	0	20	4	0	0
865	1	471	468	3	1
241	3	57	0	0	6
768	136	165	172	42	199
2797	23	199	176	19	353
4746	128	1134	1254	12	1024
86	0	17	1	0	0
575	0	57	20	0	28
215	0	12	31	0	0
276	17	38	59	1	11
440	10	136	351	1	5
612	23	156	210	7	65
1033	82	535	1278	29	51
245	0	30	20	1	0
753	2	32	75	9	37
2202	35	650	902	27	189
2810	121	1348	825	223	298
11971	2699	2686	1676	76	17866
602	151	67	32	10	251
3934	108	986	1150	46	473
1583	32	136	212	35	73
5147	36	1145	1963	42	343
3227	31	353	299	13	195
31	0	6	0	0	0
327	0	127	0	0	0
434	0	46	45	0	4
27540	540	10898	9398	51	2363
260	10	40	9	0	5
10184	31	3291	860	3	451
2535	5	78	267	1	351
152	11	13	24	3	6
107	0	2	7	0	0
218	18	29	30	4	23
148	0	17	13	0	0
508	4	66	6	0	7
97	3	20	7	0	1
376416	735	36200	27203	112	127060
9055	87	1254	1848	41	2042
794	30	170	252	11	61
3009	33	1203	1422	49	58
18	0	0	0	0	0
35489	151	13879	23076	15	1020
1134	7	325	40	0	14
886	29	74	97	0	107
893	0	42	22	0	0
11156	224	2926	1896	162	1169
7943	77	928	828	2	2936
3445	158	173	87	1	696
519	25	113	151	0	44
2675	85	113	139	0	803
1839	117	334	289	20	807		
27588	115	700	212	1	16202
3169	4	160	97	0	24
79	0	19	0	0	0
1022	18	135	124	1	38
875	0	207	84	0	0
40	0	7	0	0	0
4897	17	800	103	0	202
1212	2	343	143	9	50
7381	25	3185	4687	9	69
742	6	130	120	1	22
7986	95	886	511	38	2382
216	0	111	117	0	11
10090	98	5568	8713	74	433
3697	65	1503	3169	55	135
107	0	22	0	0	0
1129	2	746	1604	4	0
244	4	5	12	0	2
3422	39	2342	3016	85	62
789	0	79	27	1	0
3719	0	916	1127	4	84
59	0	2	1	0	0
575	3	121	92	5	14
1304	0	101	191	0	0
1216	42	916	1112	6	93
157	1	15	8	0	1
362	0	8	7	0	0
2438	266	1139	1674	259	429
594	0	32	8	0	0
546	13	93	130	0	8
35505	487	6486	3787	88	17103	
637	13	147	193	3	81
5641	1	3846	3887	0	1031
1334	134	298	333	0	213
411	0	88	1	0	0
1078	0	37	12	0	0
33384	61	3455	5800	19	3603
10765	0	5396	5613	1	3121
2048	84	941	1259	28	183
131	0	7	9	0	0
67	0	5	0	0	0
186	38	24	20	15	3	
118	0	5	9	0	0
219	55	34	32	5	52
413	0	30	0	0	0
14683	44	2474	2039	337	1122
47589	829	18447	19922	37	22963
7	0	0	0	0	0
9	0	2	0	0	0
58391	1187	6400	8603	26	43615
361	27	67	60	1	87
3812	41	1650	1853	138	208
32983	174	2258	1128	6	10084
433	6	103	143	2	6
10	0	1	0	0	0
460	0	40	80	2	1
1004	0	165	125	0	0
3729	46	1605	2965	32	49
2973	77	683	663	37	278
4355	17	1314	1385	41	241
229	0	15	1	0	0
190	1	31	44	1	1
6733	378	3624	4054	6	1643
28462	1091	5859	3700	24	23883		
44	0	7	1	0	0
1203	19	407	756	7	27
103	0	23	4	0	0
1403	15	347	521	0	91
14678	84	4478	6043	263	496
245	0	53	0	0	0
2218	89	254	384	2	525
7426	19	72	27	0	1127
2865	239	1798	2527	27	603
644	0	113	1	0	0
1622	4	423	384	36	5
208	0	48	17	0	0
8004	16	2330	2267	3	462
4243	347	2301	2711	0	1080
266	3	44	160	10	5
2747	68	249	187	5	438
223	0	65	0	0	0
1161	53	261	49	3	33
599	0	105	19	0	0
817	9	149	294	0	13
1752	67	195	392	1	560
18608	169	4437	3285	54	9550
927	0	275	140	1	0
7075	429	5392	6894	270	1485
2007	13	195	162	0	522
439	15	48	52	0	36
2302	111	653	1175	64	138
169	16	10	13	0	26
427	31	70	42	1	29
201	11	41	34	1	2
600	0	48	130	0	0
367	11	28	15	2	33
2631	36	647	1018	2	250
39	0	6	0	0	0
4191	9	688	678	17	307
4881	302	319	158	1	2271
464	0	12	13	1	2
79	0	10	6	0	0
109	0	6	2	0	0
383	9	79	169	0	11
4664	156	2640	4287	107	140
955	67	666	698	37	73
3647	0	490	180	0	0
156	0	23	4	0	0
1153	2	96	14	1	0
21735	70	1086	1752	1	5004
1086	0	6	1	0	0
3732	37	572	617	0	1073
12099	83	742	1927	1	623
3287	180	919	591	51	1587	
2014	95	174	118	0	205
263	16	54	59	5	28
71	2	8	11	0	1
1577	5	676	890	13	20
137	0	10	8	0	0
596	0	29	28	0	0
1564	24	72	12	1	430
1039	0	912	1263	0	10
325	7	25	20	1	42
477	0	32	29	1	0
17743	178	5276	6020	231	9607
7896	65	653	527	25	819
29077	163	8397	7826	13	5562
61317	327	982	47	1	16398
51	0	7	2	0	0
22	0	1	1	0	0
9525	126	2073	4321	82	236
12	0	1	3	1	0
306	0	46	0	0	0
37	0	4	0	0	0
2194	0	342	519	0	0
454	6	159	148	0	3
629	48	200	159	7	91
1678	0	256	37	0	0
617	0	35	1	0	0
18	0	2	0	0	0
2272	44	208	341	4	240
5435	16	2008	2596	13	177
35	0	6	2	0	0
5196	0	569	476	0	368
12	0	0	0	0	0
10978	0	1081	2970	0	0
3311	74	874	1407	15	146
10892	138	2930	4773	4	795
961	22	129	192	2	30
338	0	12	14	0	1
724	0	131	144	0	0
55	0	13	1	0	0
4013	2	461	947	0	36
146	0	22	8	0	0
2932	173	823	1087	41	191
2318	76	477	411	28	207
11	0	1	0	0	0
532	0	98	160	1	18
1433	10	324	269	11	8
647	66	367	459	4	63
314	0	104	201	0	0
1352	64	153	251	35	374
2199	53	88	62	6	294
25	0	6	0	0	0
221	0	34	1	0	0
219	0	29	0	0	0
7	0	0	0	0	0
2642	18	668	214	1	24
3127	19	615	569	0	107
35553	162	2469	4789	53	2740
1613	9	71	65	1	172
131	0	24	0	0	0
104928	67	1391	396	7	10758
36	0	3	3	0	0
1516	0	202	145	8	43
293	0	15	34	3	0
3818	33	498	600	0	169
597	14	75	85	0	41
54	2	18	16	0	6
1878	63	474	976	8	319
259	5	43	57	1	7
11442	66	3101	3740	0	861
342	22	87	158	1	35
305	17	95	23	0	22
55	0	9	0	0	0
262	2	37	14	0	2
59389	948	12429	14288	135	31250
427	0	43	13	0	0
13	0	1	0	0	0
5462	67	575	707	17	1013
